pdb_id,CATH_ID
3IFE,3.30.70.360
2GHK,1.10.520.10
2GHK,1.10.420.10
3NV1,2.60.120.200
3X12,3.30.500.10
3X12,2.60.40.10
6D29,3.30.500.10
6D29,2.60.40.10
1JE5,2.40.50.140
3H2D,3.40.1550.10
3AWU,1.10.1280.10
3AWU,3.30.1880.10
4QBO,3.40.1350.10
1PZA,2.60.40.420
4F6I,1.10.490.10
2ZS1,1.10.490.10
5VNU,1.10.490.10
3TM3,1.10.490.10
3VZP,3.40.50.720
5TO2,2.40.128.30
2FEF,1.20.1440.70
2FEF,1.10.3920.10
6BFO,3.40.50.1460
6BFO,3.30.70.1470
1S29,1.10.10.10
1VQC,2.40.50.140
1PJ1,1.10.620.20
1RBF,3.10.130.10
4H3V,3.40.50.720
4H3V,3.30.360.10
3Q7R,3.40.50.2300
4X00,3.40.50.1820
4PMD,3.20.20.80
1CKU,4.10.490.10
2F24,2.120.10.10
3NOJ,3.50.30.40
4LSO,3.10.450.230
3HH8,3.40.50.1980
2EWI,3.90.10.10
3UBC,1.10.490.10
3JUU,2.60.120.200
1CYO,3.10.120.10
3OP9,1.10.260.40
3OP9,1.20.5.170
1HT3,3.40.50.200
1E0X,3.20.20.80
3FYL,3.30.50.10
3IDV,3.40.30.10
4DHI,3.30.200.60
4DHI,1.20.1300.20
4DHI,3.10.110.10
1BHP,3.30.1350.10
3PLW,3.30.40.190
3GE3,1.10.620.20
3GE3,3.10.20.270
3GE3,3.90.56.10
3IRP,2.60.40.1280
3IRP,2.60.40.1290
3IRP,2.60.40.10
6NBM,3.30.390.10
6NBM,3.20.20.120
1BAB,1.10.490.10
3NM4,3.40.50.1580
3PZQ,3.20.20.80
5A8M,3.20.20.80
1PQD,1.10.530.40
5LRM,3.40.720.10
1QD9,3.30.1330.40
5APW,1.20.5.170
1H5B,2.60.40.10
4OO7,3.40.5.90
3H7A,3.40.50.720
2FCW,1.20.81.10
2FCW,4.10.400.10
1ZYW,3.30.30.10
3OIR,3.30.750.24
1HML,1.10.530.10
4XOM,3.40.109.10
5C5Z,3.10.490.10
1VHF,3.30.70.120
3DSB,3.40.630.30
2BUH,3.40.47.10
6ISM,2.60.120.920
2EUZ,2.60.40.1390
1YVR,3.40.50.410
6NN1,3.40.120.10
6NN1,3.30.310.50
6A7K,2.30.30.140
4PRA,3.30.500.10
4PRA,2.60.40.10
6FJ9,2.60.110.10
5CYJ,3.30.70.330
3QTY,3.30.1330.10
3QTY,3.90.650.10
1UZI,3.90.176.10
2ZCM,1.10.357.10
2QQ1,3.40.980.10
3I8W,2.40.70.10
5DZ9,2.60.40.740
4BG7,2.30.31.10
4OVJ,3.40.190.10
3MCH,3.40.980.10
4RAT,3.10.130.10
1P7K,2.60.40.10
3FIA,1.10.238.10
1TWD,3.20.20.380
2NSZ,1.25.40.180
2RFA,1.25.40.20
3NR1,1.10.3210.10
5EOI,3.10.200.10
2ZA7,1.20.1260.10
3LUK,3.40.50.2300
3ASU,3.40.50.720
2F0J,2.40.50.90
4JYP,3.40.50.1820
1R4X,2.60.40.1480
1R4X,3.30.310.10
6I9T,1.20.1260.10
4OT4,3.10.130.10
2QJJ,3.30.390.10
2QJJ,3.20.20.120
1AJH,1.10.490.10
2FHT,2.40.50.40
3ONO,3.40.1400.10
5DSR,3.10.200.10
2RK9,3.10.180.10
1BK7,3.90.730.10
1OEB,2.30.30.40
3C8X,2.60.120.260
5GLV,2.60.120.200
6NE4,1.25.40.20
2ITL,3.40.1310.20
3NRX,1.20.58.1520
3A95,1.10.530.10
3RZG,2.60.120.590
1WN2,3.40.1490.10
2PGE,3.30.390.10
2PGE,3.20.20.120
4CO9,3.50.30.50
2EEO,2.40.40.20
3LS5,2.60.40.10
3NKJ,1.10.950.10
4WQE,1.10.760.10
1JOV,2.70.98.10
4ARS,3.40.50.1240
5I1Y,2.40.10.500
4R5U,4.10.70.10
2AIF,3.30.1330.30
2ZHJ,1.10.220.10
4OMM,2.30.30.40
4P62,3.60.15.10
3TWT,1.25.40.20
1W6O,2.60.120.200
3MHE,3.10.450.50
2VLA,1.10.10.2080
2VLA,1.10.1740.180
2VLA,1.10.10.2090
4YNR,3.30.450.40
1WNY,3.90.740.10
2Z58,3.40.50.200
2Z58,3.30.70.80
3A2N,3.40.50.1820
4F0Z,3.60.21.10
4F0Z,1.10.238.10
5CN7,1.10.490.10
1UO6,2.40.10.10
3AJX,3.20.20.70
5LNM,3.40.50.2300
5XC8,2.40.40.10
4HC6,3.90.470.20
4URI,3.20.20.80
4URI,3.10.50.10
5M72,1.25.40.10
2X1D,3.60.60.10
2X1D,1.10.10.2120
1AVS,1.10.238.10
4QXT,2.60.40.10
6M8F,1.10.490.10
3OZZ,3.10.120.10
5HRD,3.30.460.10
5HRD,3.30.210.10
1ZSC,3.10.200.10
5OZE,2.40.70.10
5Y5F,1.10.630.10
2BCN,1.10.520.10
2BCN,1.10.420.10
2BCN,1.10.760.10
3GAZ,3.90.180.10
3GAZ,3.40.50.720
4L5V,3.10.200.10
6MIB,3.30.200.20
6MIB,1.10.510.10
6MIB,1.10.418.10
3U9R,3.90.226.10
1GMU,2.60.260.20
1GMU,3.30.70.790
2BQH,1.10.530.10
2PSP,4.10.110.10
1U0E,3.40.50.10490
1U0E,1.10.1390.10
3NBM,3.40.50.2300
1GFG,1.10.530.10
1NNH,3.30.930.10
5JOQ,3.40.50.1980
4ODP,3.10.50.40
3I4W,2.30.42.10
2R8S,2.60.40.10
4HJI,2.60.40.2040
1VB0,2.10.60.10
5I4B,3.40.50.1170
5I4B,3.40.50.40
1TEJ,4.10.70.10
2Y9F,2.80.10.50
3TGI,2.40.10.10
3TGI,4.10.410.10
1I9D,3.40.30.10
5J51,2.100.10.30
4H77,3.40.50.1820
5PTM,1.20.920.10
3LXY,3.40.718.10
3L9A,3.30.720.180
5ZGX,3.60.15.10
1F00,2.60.40.10
1F00,2.60.40.1080
1F00,3.10.100.10
3JY6,3.40.50.2300
3T47,1.20.1270.10
3ZSS,2.60.40.10
3ZSS,1.20.58.80
3ZSS,3.20.20.80
3ZSS,2.60.40.1180
1EUE,3.10.120.10
5AVN,3.20.20.150
4HH3,3.30.450.20
4HH3,1.10.1240.10
4HH3,3.40.50.280
5ZUR,1.20.1260.10
3FJ9,2.80.10.50
4XWX,2.30.29.30
1VBW,3.30.10.10
4OP4,3.40.630.10
2VV6,3.30.450.20
3DMS,3.40.718.10
6G61,3.40.30.10
2B0A,3.50.30.50
3KUT,1.10.1900.10
5KWS,3.40.50.2300
2IWZ,3.40.47.10
5KBK,2.60.40.200
1GDX,1.10.530.10
5PR7,1.20.920.10
2PJS,3.10.180.10
2IPL,3.40.50.2300
4Q57,1.10.418.10
3EG4,1.10.166.10
3EG4,2.160.10.10
4H0P,3.30.420.40
1LM6,3.90.45.10
5Q6K,3.60.15.10
5Q6K,3.40.50.12650
6ABX,1.10.580.10
6ABX,1.10.230.10
4EHH,3.40.50.1460
3CJN,1.10.10.10
1SU7,1.20.1270.30
1SU7,3.40.50.2030
3D33,2.60.40.3080
4LPI,1.10.490.10
4HVT,3.40.50.1820
4HAL,2.60.40.420
1FAS,2.10.60.10
3QZP,2.60.40.1850
2AEF,3.40.50.720
2AEF,1.20.5.870
2AEF,3.30.70.1450
3TEZ,3.90.182.10
3TEZ,2.60.120.240
3TEZ,3.10.20.110
3TEZ,2.60.40.810
3F9B,3.90.190.10
1I7U,3.30.500.10
1I7U,2.60.40.10
4FW1,3.30.420.10
4FW1,2.30.30.10
2VOO,1.10.10.10
2VOO,3.30.70.330
5BPV,1.10.8.950
5BPV,2.10.10.70
2BF5,3.90.56.10
5P3F,2.40.70.10
4N5L,3.40.50.720
1P8H,1.20.1070.10
4KMD,3.30.1360.230
2YHS,1.20.120.140
2YHS,3.40.50.300
5EIZ,3.30.429.10
2Z18,1.10.530.10
5Q45,3.60.15.10
5Q45,3.40.50.12650
1NC5,1.50.10.10
3CH8,2.30.42.10
3CH8,2.60.40.10
3PBC,3.90.1720.10
2J2J,2.60.90.10
5PYJ,3.30.40.10
5PYJ,1.20.920.10
5PDB,1.20.920.10
3WJD,2.40.128.20
3LHN,2.40.128.640
6D40,2.40.10.10
2AC0,2.60.40.720
2QRU,3.40.50.1820
4FWX,1.10.490.10
7HBI,1.10.490.10
2VM9,2.60.120.260
2VM9,2.60.40.2080
2XZV,3.60.40.10
1HZT,3.90.79.10
1VGT,3.90.550.10
5P10,2.40.70.10
4TRR,3.40.50.720
2W1M,1.10.530.10
4MXK,1.10.490.10
5YIP,3.10.20.90
2WIW,3.40.1350.10
5PW4,1.20.920.10
3RMJ,3.20.20.70
1LR3,2.60.110.10
2AQQ,2.60.40.200
5OF5,2.60.40.420
2O4A,1.10.260.40
3T2M,1.10.287.70
4Y0Y,2.40.10.10
4Y0Y,4.10.410.10
2HYR,2.100.10.30
1P6Y,1.10.530.40
3QJE,1.10.490.10
1THX,3.40.30.10
5MBA,1.10.490.10
3RK4,3.40.50.1820
5PBS,1.20.920.10
3E4N,1.10.490.10
5P8C,2.40.70.10
5GP7,1.25.40.20
5NX8,1.10.275.10
5NX8,1.20.200.10
5NX8,6.10.250.1570
5NC0,1.20.120.10
3ELX,2.40.128.20
5PPM,1.20.920.10
2O99,3.30.450.40
1BXA,2.60.40.420
6CWV,3.90.190.10
3L5A,3.20.20.70
2X9O,3.40.1500.20
1H9M,2.40.50.100
5HLU,1.10.490.10
6CPH,2.60.40.10
1EQE,1.10.530.10
3D1I,1.10.287.3080
3D1I,1.10.1130.10
3D1I,1.20.140.10
2OJ5,2.60.90.20
2OJ5,4.10.80.170
1LYF,1.10.530.40
4DO8,2.10.60.10
1OYX,2.30.30.140
3K9J,3.30.420.10
4P7V,3.30.70.1710
2VR6,2.60.40.200
4KB1,3.30.420.10
2BKY,3.30.110.20
4XQD,2.60.120.180
3ID7,3.20.20.140
1DUN,2.70.40.10
4RJ2,3.40.50.1580
2I4B,3.40.190.10
4WBY,3.30.460.10
4WBY,1.10.3090.10
5C7Q,3.90.79.10
5Q9Y,3.60.15.10
5Q9Y,3.40.50.12650
2GT7,2.40.10.10
2GT7,1.10.1840.10
1KVA,3.30.420.10
4CL3,3.40.50.720
4CL3,3.90.110.10
5Q2K,3.60.15.10
5Q2K,3.40.50.12650
5JBT,2.40.10.10
5NJC,3.30.2290.10
3HA2,3.40.50.360
5HX9,3.40.710.10
1ZD0,3.30.2380.10
3K74,3.40.430.10
3K74,2.60.40.10
1JZJ,2.60.40.420
2OXV,3.40.580.10
1T5K,2.60.40.420
2Y3W,2.170.210.20
5P6T,2.40.70.10
2R9P,2.40.10.10
2R9P,4.10.410.10
2VKO,1.20.58.2030
1FKM,1.10.472.80
5N71,2.40.70.10
2OQH,3.30.390.10
2OQH,3.20.20.120
5ITW,3.40.50.720
4N1L,1.10.533.10
2G5F,3.60.120.10
3BCI,3.40.30.10
1E7L,3.40.1800.10
1E7L,1.10.720.10
5PGP,1.20.920.10
5Z7Y,3.40.50.1820
5GU4,3.40.420.10
5GU4,4.10.470.10
4NIV,2.40.10.10
3WMR,3.40.50.1820
5WOQ,1.10.260.40
4UQW,1.10.1780.10
4YYF,3.20.20.300
1H0P,2.40.100.10
3S4E,3.90.190.10
5FD5,1.10.10.10
5FD5,3.30.1490.190
4ZZ5,2.60.120.260
1XE4,3.40.630.30
3K0M,2.40.100.10
5OYS,2.40.70.10
5Y4T,3.40.30.10
1G4Y,1.10.287.70
1G4Y,1.10.238.10
4DT5,2.150.10.20
1ZKC,2.40.100.10
1ZKC,1.20.5.460
2G30,2.60.40.1150
2G30,3.30.310.10
3BA3,2.30.110.10
6C49,3.40.50.720
3OPF,3.30.1360.40
3OPF,2.40.100.10
3DNP,3.40.50.1000
3DNP,3.30.1240.10
3VXG,3.20.20.100
1Y7B,2.115.10.20
1Y7B,2.60.120.200
2WEW,2.40.128.20
3WY6,2.60.120.180
4EPS,2.60.40.2620
4EPS,2.60.40.3570
3CRY,3.10.490.10
4F98,2.30.140.50
5NVN,3.30.760.10
4JK7,3.30.420.230
4JK7,1.20.80.40
3GZH,1.10.275.10
3GZH,1.20.200.10
3GZH,1.10.40.30
4LCL,3.40.710.10
3JZZ,3.30.700.10
4QS8,3.40.367.20
4QS8,3.30.420.40
4EIE,1.10.760.10
6B14,2.60.40.10
5OB5,2.40.50.40
5OB5,2.60.40.10
3R68,2.30.42.10
3JSL,1.10.287.610
3JSL,3.30.1490.70
3JSL,3.30.470.30
2O0A,3.40.850.20
6AAA,2.30.38.10
6AAA,3.40.50.980
2HUR,3.30.70.141
2R0S,1.20.920.10
1FWX,2.130.10.10
1FWX,2.60.40.420
5MEO,3.30.500.10
5MEO,2.60.40.10
2V8B,3.40.50.200
5MSI,3.90.1210.10
3C89,3.90.1240.10
5P4C,2.40.70.10
1XZA,3.40.50.1820
1BFG,2.80.10.50
1L6P,2.60.40.1250
3PJN,2.60.40.2480
4KNA,3.40.605.10
4KNA,3.40.309.10
3UE2,3.30.70.330
2RTC,2.40.128.30
4RVB,2.60.40.1730
4RVB,3.30.2010.30
4RVB,1.10.390.10
4RVB,1.25.40.320
3A4E,2.60.40.180
3D4W,2.40.50.90
5T30,1.10.287.990
5T30,3.55.40.20
1QW8,2.60.40.1180
1QW8,3.20.20.80
1QB0,3.40.250.10
1T82,3.10.129.10
6BBW,2.60.40.3050
6BBW,2.60.40.1140
4FXU,2.40.30.20
6B8G,1.20.1260.10
4XMD,2.40.128.20
2FOH,2.40.10.10
5DZF,2.60.120.200
2W2J,3.10.200.10
5N5G,3.60.15.10
1U4P,2.40.50.40
5Q5Y,3.60.15.10
5Q5Y,3.40.50.12650
1RLH,2.10.70.30
1RLH,3.40.1520.10
4LOW,3.30.1360.20
2ESQ,3.10.110.10
3AJ9,3.40.50.200
4O0Q,3.20.20.20
3NDD,3.30.497.10
3NDD,2.30.39.10
3CWV,3.30.565.10
3CWV,3.30.230.10
3CBN,2.60.120.630
5B7Z,3.20.20.150
2ELC,1.20.970.10
2ELC,3.40.1030.10
1CNI,3.10.200.10
3OE3,2.40.128.200
2ZAD,3.30.390.10
2ZAD,3.20.20.120
2OTV,2.40.10.10
1JAB,3.90.1210.10
5P2T,2.40.70.10
4ZXK,2.60.120.200
4DYY,1.20.1260.10
5TDS,1.10.620.20
5TDS,3.10.20.270
3BFW,2.60.40.1090
2DPL,3.40.50.620
2DPL,3.30.300.10
4L57,3.40.50.1000
4L57,1.10.40.40
1YD9,3.40.220.10
3MVG,3.40.420.10
3MVG,4.10.470.10
3BTQ,2.40.10.10
3BTQ,4.10.410.10
2J1X,2.60.40.720
4KED,3.40.20.10
3GO5,2.40.50.330
3GO5,2.40.50.140
3GO5,1.10.10.10
4YGL,3.10.200.10
3POK,2.80.10.50
4YUF,3.40.47.10
4CVT,1.20.1260.10
3A9B,3.20.20.40
5AEQ,1.10.238.10
1SFP,2.60.120.290
3D9T,1.10.1170.10
1JT4,2.80.10.50
1AOM,2.140.10.20
1AOM,1.10.760.10
3I48,3.60.10.10
1B82,1.10.520.10
1B82,1.10.420.10
3OST,3.30.310.220
3HDE,1.10.530.40
2QHA,3.20.20.80
3VFM,3.30.500.10
3VFM,2.60.40.10
1RJY,3.30.500.10
1RJY,2.60.40.10
6GB8,2.60.40.420
4XRA,3.40.30.10
3VTG,3.40.390.10
2RI0,3.40.50.1360
1Y3B,3.40.50.200
1Y3B,3.30.10.10
1PK6,2.60.120.40
2BJB,3.65.10.10
1WS7,2.60.40.420
3CNY,3.20.20.150
3O94,3.40.50.850
4LTT,3.30.2310.20
2CK1,2.40.100.10
1CZT,2.60.120.260
1M5U,3.40.50.2300
5CND,1.10.490.10
6MG4,2.60.40.10
2FD5,1.10.10.60
2FD5,1.10.357.10
5JVE,1.20.120.10
5MAO,3.30.70.1800
1VP2,3.90.950.10
5P7Q,2.40.70.10
5KW4,2.60.110.10
3BKT,3.30.70.1150
1L2P,1.20.5.620
1PDO,3.40.50.510
5A9R,3.40.50.720
5A9R,1.10.1040.10
3GT2,3.90.1720.10
5F46,3.40.630.30
1NZ4,1.10.490.10
3WNO,2.60.40.10
3WNO,3.20.20.80
3WNO,2.60.120.260
3WNO,2.60.40.1180
4GUF,3.20.20.70
5LSR,3.30.70.1710
2ZK9,3.10.620.30
3HBV,3.40.390.10
3HBV,2.150.10.10
4CFI,1.20.1330.10
3LJE,3.10.130.10
4QHQ,3.40.190.10
4HV5,1.10.10.10
4HV5,1.10.60.10
3FC3,2.30.30.140
3FC3,3.30.60.130
3FC3,3.40.1800.10
2DE9,2.40.10.10
3I95,3.40.1500.20
4QVK,3.40.50.150
1OAJ,2.60.40.200
3OCI,3.30.310.10
5E11,2.30.42.10
1PB9,3.40.190.10
1VWE,2.40.128.30
4MZB,3.40.30.10
5RXN,2.20.28.10
3U7I,3.40.50.360
1PP3,2.60.110.10
1WX4,1.10.1280.10
1WX4,3.30.1880.10
1NSM,2.70.98.10
1CQW,3.40.50.1820
3AF9,1.20.1260.10
3NUL,3.30.450.30
5YYA,2.30.30.30
2WYH,3.40.50.11160
2WYH,1.10.1240.90
2WYH,1.20.1270.50
2WYH,2.60.40.2210
2WYH,2.70.98.30
2WYH,2.60.40.2220
4H7D,3.40.50.1820
5CEG,3.30.2310.20
2V2S,1.20.1260.10
2ZYZ,3.40.1350.10
2ZYZ,3.40.1170.20
2QR6,2.10.50.20
2QR6,3.20.20.70
1AR4,1.10.287.990
1AR4,3.55.40.20
3ZX1,2.60.40.420
1QLQ,4.10.410.10
1HZ5,3.10.20.10
3FQT,3.30.500.10
3FQT,2.60.40.10
5FSS,3.10.170.10
5FSS,1.10.390.10
3T4D,1.10.287.70
6ML1,3.90.70.10
4OBG,2.40.70.10
3I2N,2.130.10.10
4N0Z,3.40.30.10
1B6H,3.40.190.10
1B6H,3.90.76.10
1B6H,3.10.105.10
3FJF,2.80.10.50
5TNM,3.40.50.1820
3MRG,3.30.500.10
3MRG,2.60.40.10
1FVA,3.30.1060.10
2YAM,2.60.40.420
2PO1,3.30.230.70
4PQ0,2.30.29.150
4PQ0,2.30.29.30
3NS6,3.30.70.330
4GLI,3.40.190.10
5PRD,1.20.920.10
3F74,3.40.50.410
4AE7,3.10.129.10
1WQM,1.10.530.10
5WZE,3.40.350.10
5WZE,3.90.230.10
1A3C,3.40.50.2020
4GZC,1.25.40.90
2JCN,1.10.437.10
5ZEO,1.10.490.10
2AQ2,2.60.40.10
2AQ2,3.10.20.120
2AQ2,2.40.50.110
6FRQ,1.10.530.10
4R63,1.10.150.110
4R63,1.10.150.20
4R63,3.30.460.10
4R63,3.30.210.10
4XUO,2.60.120.260
2CWA,2.40.50.140
3TJ8,2.60.260.20
3TJ8,3.30.70.790
1RFY,1.10.287.160
2XLB,3.40.50.1820
3TX2,3.40.50.1360
4PQW,2.30.42.10
4C84,3.50.30.30
1PG6,3.60.160.10
4TYF,3.60.15.10
6GL2,3.20.20.80
1GBO,1.10.530.10
3Q4W,3.90.80.10
1CHZ,3.30.30.10
2INC,1.10.620.20
2INC,3.10.20.270
5YPD,3.90.230.10
3F0M,3.40.1500.20
2PVD,3.90.460.10
2PVD,2.30.30.50
2Z1E,3.30.1330.10
2Z1E,3.90.650.10
5Q4B,3.60.15.10
5Q4B,3.40.50.12650
1NXJ,3.50.30.40
5JYS,3.40.33.10
1X3K,1.10.490.10
5T4T,3.40.50.1820
4D4R,3.30.200.20
4D4R,1.10.510.10
4HFQ,3.90.79.10
1HQ8,3.10.100.10
3FHW,2.40.50.140
4ONR,1.20.1420.40
4HTK,1.10.530.10
3FAI,3.60.15.10
3TXY,3.40.50.850
1VL2,3.40.50.620
1VL2,3.90.1260.10
1VL2,1.20.5.470
2OEE,1.20.1500.10
3TCQ,2.70.20.20
3TCQ,2.60.510.10
4OGD,3.40.605.10
4OGD,3.40.309.10
4Y7M,2.60.40.10
3W9S,3.40.50.2300
1TOL,2.30.27.10
1TOL,3.30.1150.10
2YMX,2.60.40.10
4GXT,3.40.50.1000
4GXT,1.20.1440.320
2WN5,3.90.176.10
3EER,2.20.25.10
3EER,3.30.300.20
4WP4,3.30.60.10
5JB5,4.10.410.10
3ESL,1.20.58.2070
3ESL,1.25.40.930
4JQX,3.30.500.10
4JQX,2.60.40.10
2J0A,3.90.550.50
2AH5,3.40.50.1000
2AH5,1.10.150.240
6F1J,2.115.10.20
5PWA,1.20.920.10
1K2Y,3.40.120.10
1K2Y,3.30.310.50
4QDQ,2.60.120.260
2F6L,1.20.59.10
6B7U,1.10.530.10
2OX7,2.30.30.310
2OX7,2.30.30.290
1VLY,3.30.70.1630
1VLY,3.30.70.1400
1VLY,2.40.30.160
5AYB,3.20.20.80
2XXM,1.10.1200.30
2XXM,2.60.40.10
3TO5,3.40.50.2300
4W8Q,2.160.20.10
3DPG,3.40.91.10
2YD4,2.60.40.10
5PG1,1.20.920.10
4J78,2.130.10.10
4PAL,1.10.238.10
6A4P,1.10.530.10
5WO2,1.20.120.1490
1C5M,2.40.10.10
1C5M,2.10.25.10
5CHU,3.40.710.10
2NU2,2.40.10.10
2NU2,3.30.60.30
3LY7,3.40.50.11830
3LY7,1.25.40.10
5JPV,3.10.100.10
1O82,1.20.225.10
2JF5,3.10.20.90
1SJ1,3.30.70.20
5M1P,3.30.420.240
4AXU,2.60.110.10
3F5J,3.20.20.80
3CMB,2.40.400.10
2I24,2.60.40.10
3JUC,3.10.490.10
2HBA,3.40.5.10
6DCJ,1.25.40.650
6N3S,3.90.70.10
5XYJ,3.40.47.10
1B2H,3.40.190.10
1B2H,3.90.76.10
1B2H,3.10.105.10
2RJT,3.40.47.10
3U13,3.40.50.1000
3U13,1.10.40.40
5PUR,1.20.920.10
4U2G,3.40.50.1820
4WG7,1.10.530.10
4NBP,3.40.1310.20
1MZB,1.10.10.10
1MZB,3.30.1490.190
4EP4,3.30.420.10
3LDV,3.20.20.70
1PZT,3.90.550.10
4Q8R,3.40.190.10
2O70,1.10.3330.10
4HI8,1.25.40.20
4HI8,2.10.110.10
6F6G,1.10.620.20
4OQ9,2.60.120.220
2HU3,1.10.530.10
5APE,1.10.530.10
4G57,2.40.50.90
1SQD,3.10.180.10
5VZN,1.10.490.10
4FZL,1.10.150.790
4FZL,3.30.450.400
5KXX,1.10.530.10
4IEV,2.60.120.10
2BIP,2.60.40.720
3KOK,3.10.200.10
6ERZ,3.40.30.10
6ERZ,1.20.1050.10
4GF3,3.30.1460.10
3WR0,2.60.120.180
1X6Y,3.30.700.10
5GUA,2.40.50.100
2QE9,1.20.120.450
1B0Y,4.10.490.10
4R2Z,2.30.42.10
3QFM,3.60.21.10
2P18,3.60.15.10
3MLX,2.60.40.10
6DOU,3.30.420.10
2I71,3.40.50.10640
2I71,1.10.3740.10
3DE4,3.40.50.200
6G0O,1.20.920.10
3KM5,2.60.120.200
3MZR,3.10.130.10
2R7G,1.10.472.10
3RU6,3.20.20.70
1KY0,1.10.530.40
2WJ5,2.60.40.790
5PEG,1.20.920.10
4YIC,3.40.190.170
4YIC,3.40.190.10
2C9H,3.40.47.10
2GKG,3.40.50.2300
3M28,1.10.520.10
3M28,1.10.420.10
4UON,2.40.10.10
4FCU,3.90.550.10
3ZDM,1.20.5.420
3ZDM,3.10.20.90
5AGH,3.90.740.10
1SHG,2.30.30.40
1VHY,2.40.240.20
1VHY,3.40.1280.10
5P25,2.40.70.10
4DD2,1.10.530.10
1ONR,3.20.20.70
3BF8,3.40.50.1820
1G2P,3.40.50.2020
4MYP,2.60.40.1850
3R6E,3.90.80.10
2FHB,2.60.40.1110
2FHB,2.60.40.1130
2FHB,2.60.40.10
2FHB,3.20.20.80
2FHB,2.60.40.1180
4RT4,1.20.890.10
4TLI,3.10.170.10
4TLI,1.10.390.10
5PX9,3.30.40.10
5PX9,1.20.920.10
2BNM,1.10.260.40
2BNM,2.60.120.10
5PC1,1.20.920.10
4MRB,2.60.40.180
6BWE,2.40.260.10
5WK2,2.60.40.10
5J4L,3.40.50.300
1GXT,3.30.70.100
5NFK,3.30.300.90
3F8X,3.10.450.50
4M16,1.10.3290.10
5UNL,3.40.50.720
3D95,2.40.128.20
3HK4,3.10.450.50
2O5F,3.90.79.10
7FDR,3.30.70.20
2HEO,1.10.10.10
3M9K,3.40.30.10
4ZQE,3.40.50.720
4ZQE,1.10.1740.10
2P65,3.40.50.300
2HSI,2.60.40.1590
2HSI,2.70.70.10
1FUO,1.10.275.10
1FUO,1.20.200.10
1FUO,1.10.40.30
5PCX,1.20.920.10
2Y6K,2.60.120.260
3IUL,3.40.50.1820
3IUL,2.130.10.120
5UL6,2.30.30.40
4EL4,3.90.1240.10
2GBJ,3.10.20.90
4GYQ,3.60.15.10
1O4Y,2.60.120.200
2O30,2.60.40.790
2HC9,3.40.50.10590
2HC9,3.40.630.10
3ZPX,3.40.50.1820
3ZPX,1.10.260.130
1STR,2.40.128.30
2ZM0,6.10.250.420
2ZM0,3.40.710.10
2ZM0,1.20.58.710
1LZK,3.40.50.1820
1ZGK,2.120.10.80
4FHR,3.40.1550.10
4FHR,1.10.220.30
5MV8,2.30.42.10
4TJZ,2.40.128.20
1SMD,3.20.20.80
1SMD,2.60.40.1180
3HRG,3.30.420.250
3HRG,3.30.420.260
5P72,2.40.70.10
2FTM,2.40.10.10
2FTM,4.10.410.10
1K1B,1.25.40.20
4RK7,3.40.50.2300
3OZH,3.40.710.10
1R9C,3.10.180.10
2MGF,1.10.490.10
1G7M,2.60.40.10
1G7M,1.10.530.10
2BEP,3.10.110.10
1U9U,3.10.120.10
1L21,1.10.530.40
4RY1,3.40.190.10
2IMQ,3.60.10.10
2WOY,2.60.40.740
1KWF,1.50.10.10
5Q3P,3.60.15.10
5Q3P,3.40.50.12650
4EZU,2.60.34.10
4EZU,1.20.1270.10
5LS3,3.60.15.10
2H9P,2.130.10.10
3D08,2.60.40.720
5HD6,3.10.129.10
4ESG,2.130.10.10
3K89,3.40.366.10
3K89,3.30.70.250
2H2B,2.30.42.10
3QBM,1.10.357.10
2ABK,1.10.1670.10
2ABK,1.10.340.30
2HJL,3.30.500.10
2HJL,2.60.40.10
1G57,3.90.870.10
1JTA,2.160.20.10
1KG6,1.10.1670.10
1KG6,1.10.340.30
5P0K,2.40.70.10
4DBH,2.30.30.370
4DBH,3.90.850.10
3BYV,1.10.510.10
3BYV,3.30.200.20
2VEF,3.20.20.20
4DPB,2.60.40.420
1BPI,4.10.410.10
1YB0,3.40.80.10
5UC9,1.20.910.10
5PVO,1.20.920.10
4LK8,3.30.920.10
2JGY,3.20.20.70
1JD1,3.30.1330.40
1WSD,3.40.50.200
3WUC,2.60.120.200
5K3Q,3.30.160.60
5OZX,2.40.70.10
1ZLH,3.40.630.10
1ZLH,3.30.1680.50
1ZLH,2.20.20.10
2G45,3.30.40.10
2G45,3.10.20.90
1R0F,2.20.28.10
4MUP,3.20.20.140
1U0X,2.40.128.20
2P4K,1.10.287.990
2P4K,3.55.40.20
3KBN,3.20.20.150
6BEK,1.10.8.50
2IDT,2.60.40.420
1KNI,1.10.530.40
2PLU,2.40.100.10
1YPQ,3.10.100.10
4LYY,3.40.50.2020
1UAT,2.60.40.420
5Q8M,3.60.15.10
5Q8M,3.40.50.12650
2O8T,2.40.10.10
2ANV,1.10.530.40
1JRR,3.30.497.10
1JRR,2.30.39.10
2EVE,3.10.590.10
2O1F,3.90.550.10
5F4C,3.30.370.10
1JKD,1.10.530.10
2P25,3.10.180.10
3FXH,1.20.120.600
1KL3,2.40.128.30
5P5H,2.40.70.10
3GY7,2.40.10.10
1IOM,1.10.580.10
1IOM,1.10.230.10
3IQL,2.30.30.40
3UF7,3.40.470.10
1L0G,3.40.710.10
5H1P,3.30.70.240
3A5J,3.90.190.10
1SBX,3.10.260.20
2YHA,3.40.50.2300
