UniProtID,BestPDBID(s),BestRfree
P22223,4ZML,0.234
P22259,6ASN,0.187
P22262,6QW1,0.251
P22290,4NUU,0.23
P22301,1LK3,0.195
P22336,5OMB,0.285
P22361,1G39,0.272
P22364,3RYM,0.226
P22392,,
P22455,4QQJ,0.209
P22498,4EAN,0.203
P22535,,
P22626,5HO4,0.292
P22629,2IZD,0.313
P22643,1BE0,0.188
P22669,5GM3,0.173
P22734,4P7J,0.179
P22862,,
P22869,,
P22887,,
P22892,1GYU,0.22
P22894,,
P22914,,
P22963,6IYG,0.177
P23222,,
P23246,6OWJ,0.265
P23284,3ICI,0.214
P23295,,
P23360,5RG4,0.242
P23458,"4L00, 4L01",0.211
P23467,2I4E,0.206
P23468,6X3A,0.394
P23469,6D4F,0.221
P23470,3QCD,0.239
P23497,5PYN,0.304
P23540,1BK7,0.173
P23577,1E2V,0.2
P23608,5T6O,0.207
P23616,4BT4,0.188
P23657,1EYU,0.194
P23685,,
P23687,"1VZ3, 1UOP",0.173
P23694,4I35,0.14
P23805,6RYJ,0.152
P23874,3TPB,0.226
P23890,3LY8,0.216
P23904,1AJK,0.189
P23905,1GCA,0.178
P23940,1ESG,0.196
P23946,1KLT,0.231
P23951,1CNS,0.176
P24093,1UT1,0.197
P24297,3KYX,0.236
P24300,7DFJ,0.254
P24305,2FGR,0.171
P24476,1RL0,0.158
P24664,5DK1,0.284
P24665,3TRS,0.209
P24666,6Y2W,0.229
P24670,1GQN,0.206
P24735,4GZB,0.246
P24821,6QNV,0.164
P24864,,
P24931,1DVB,0.236
P24941,1PW2,0.25
P25006,6GBY,0.296
P25054,"4YK6, 1EMU",0.216
P25081,5ZT4,0.243
P25158,5NT7,0.198
P25208,1N1J,0.175
P25299,,
P25389,3OST,0.22
P25440,6U71,0.283
P25524,1RA5,0.17
P25604,1UZX,0.239
P25651,6DEI,0.232
P25685,,
P25774,,
P25799,1U3J,0.243
P25823,3NTK,0.204
P25910,1A7T,0.172
P25984,1JQB,0.198
P26038,1EF1,0.257
P26039,3IVF,0.341
P26045,2B49,0.231
P26222,3RPT,0.201
P26276,4MRQ,0.189
P26281,1IM6,0.242
P26368,2HZC,0.208
P26447,4CFR,0.558
P26449,2I3S,0.248
P26514,1E0W,0.104
P26599,3ZZZ,0.203
P26660,4ADP,0.224
P26662,4JMY,0.247
P26663,4DGY,0.235
P26672,4LQK,0.222
P26788,,
P26831,,
P26918,1X8G,0.192
P26926,4B0M,0.239
P26935,4L9R,0.212
P26948,4B0M,0.239
P26949,4B0M,0.239
P27115,1FO9,0.164
P27150,4QVI,0.468
P27197,1OV8,0.224
P27353,6YDI,0.192
P27356,6YDI,0.192
P27359,3HDF,0.213
P27395,5OW2,0.266
P27540,4EQ1,0.227
P27652,,
P27692,4YTL,0.203
P27694,2B3G,0.234
P27695,4QHD,0.226
P27796,1AFW,0.229
P27797,3POW,0.185
P27838,2EFF,0.24
P27870,1GCQ,0.174
P27958,5FGC,0.292
P27986,3I5R,0.194
P28147,,
P28307,6G8C,0.339
P28676,1K95,0.233
P28720,"7APL, 7A4K",0.228
P28867,3UEY,0.319
P28907,1YH3,0.256
P29034,,
P29068,3QNV,0.158
P29074,,
P29082,,
P29160,3RA5,0.241
P29187,4Z7P,0.234
P29218,4AS4,0.209
P29317,5EK7,0.221
P29320,3FY2,0.202
P29350,4GRY,0.302
P29373,2FS6,0.261
P29391,1H96,0.148
P29400,5NAZ,0.158
P29422,1HBZ,0.117
P29466,6BZ9,0.207
P29476,,
P29539,,
P29549,2I0Q,0.232
P29590,5YUF,0.235
P29600,4CFZ,0.182
P29603,,
P29717,1CZ1,0.164
P29768,,
P29783,,
P30014,4KAZ,0.229
P30044,1H4O,0.191
P30046,4Q3F,0.178
P30074,1I8B,0.204
P30130,7B0X,0.26
P30131,1GXT,0.21
P30305,1YML,0.175
P30403,4R5U,0.274
P30405,6Y3E,0.235
P30438,1PUO,0.232
P30440,1PUO,0.232
P30563,5ZGM,0.159
P30622,3RDV,0.231
P30748,1NVI,0.202
P30749,1NVI,0.202
P30820,1YUZ,0.21
P30967,4ETL,0.24
P31007,4RP5,0.217
P31016,1TQ3,0.288
P31037,4D5R,0.267
P31101,,
P31133,6YEB,0.258
P31151,4AQJ,0.19
P31153,6FAJ,0.305
P31340,3QR7,0.131
P31345,4UAF,0.194
P31382,6P28,0.176
P31517,2J0P,0.229
P31572,1XK7,0.173
P31696,1JB3,0.204
P31697,7B0X,0.26
P31749,1UNP,0.234
P31891,,
P31892,,
P31948,1ELR,0.23
P31997,4YIQ,0.21
P32021,5V32,0.17
P32081,3PF4,0.224
P32119,,
P32169,1OJR,0.134
P32173,1FR9,0.228
P32241,5IB3,0.242
P32322,6XP1,0.221
P32357,5ST2,0.267
P32396,1C1H,0.23
P32447,5UEK,0.236
P32471,2B7C,0.204
P32505,5L2L,0.31
P32558,4WNN,0.229
P32639,3IM1,0.214
P32656,5HWI,0.217
P32790,3IDW,0.362
P32851,1EZ3,0.285
P32890,1DJR,0.135
P32977,,
P33038,4EII,0.229
P33260,2H6P,0.215
P33284,,
P33316,4MZ6,0.197
P33324,,
P33331,,
P33334,5ST2,0.267
P33406,5LND,0.283
P33590,"1UIU, 1UIV",0.206
P33643,2IST,0.222
P33755,6JWJ,0.218
P33764,3NSK,0.218
P34097,1NWO,0.198
P34697,3KBF,0.17
P34736,,
P35030,5C67,0.258
P35031,1UTM,0.16
P35049,2G52,0.228
P35160,1SU9,0.201
P35189,5D7E,0.238
P35193,5JGE,0.247
P35221,,
P35222,,
P35225,4I77,0.258
P35228,6JWN,0.189
P35236,2GPH,0.267
P35240,1H4R,0.218
P35247,2GGU,0.218
P35269,1F3U,0.246
P35318,6V2E,0.207
P35439,2HQW,0.26
P35505,1QCN,0.168
P35555,,
P35579,4CFR,0.558
P35609,7B55,0.239
P35630,,
P35637,5XRR,0.245
P35672,6XFK,0.328
P35755,3KN8,0.233
P35804,3GMU,0.228
P35813,,
P35829,,
P35963,3OUA,0.218
P36037,3PST,0.214
P36206,1RIY,0.263
P36217,6KWC,0.184
P36275,1TD0,0.273
P36639,7ESF,0.321
P36649,3QQX,0.257
P36655,1Z5Y,0.238
P36873,4UT2,0.292
P36894,2H64,0.26
P36897,4X2N,0.183
P36936,1FY2,0.217
P36969,2GS3,0.218
P37001,1THQ,0.237
P37146,3N38,0.194
P37173,5TX4,0.237
P37231,3U9Q,0.19
P37268,6PZ5,0.232
P37329,3R26,0.287
P37344,2BJW,0.221
P37352,,
P37487,2HAW,0.208
P37595,1T3M,0.184
P37610,1OTJ,0.223
P37659,6PD0,0.221
P37700,,
P37840,4R0W,0.428
P37957,1T2N,0.241
P37967,1QE3,0.198
P37975,3ZG1,0.3
P38107,6JAU,0.219
P38108,6JAU,0.219
P38182,3RUI,0.258
P38501,1AS8,0.21
P38507,4ZMD,0.251
P38636,5VDF,0.257
P38698,,
P38800,5YQP,0.26
P38822,2A28,0.218
P38825,"3FP2, 3FP3",0.209
P38830,2EUV,0.233
P38862,3RUI,0.258
P38894,4AI3,0.202
P38996,,
P38998,,
P39042,1ES5,0.201
P39116,2O0W,0.162
P39155,4KK3,0.242
P39172,2OGW,0.252
P39230,6XC1,0.277
P39264,7B0X,0.26
P39462,1JVB,0.2
P39593,1ESJ,0.22
P39597,,
P39669,,
P39684,6EZ7,0.211
P39748,5ZOE,0.348
P39765,1A3C,0.195
P39767,3PRN,0.185
P39769,1PK1,0.24
P39840,4BZF,0.21
P39900,4IJO,0.228
P39990,4NUT,0.225
P40013,6FC6,0.229
P40014,2FTX,0.239
P40199,4YIQ,0.21
P40202,,
P40337,6GFX,0.229
P40343,1O06,0.227
P40399,2J6Z,0.28
P40465,3VU9,0.257
P40515,3O48,0.215
P40554,,
P40555,3WHJ,0.296
P40709,,
P40746,,
P40802,,
P40847,6EXU,0.196
P40881,,
P40943,,
P40967,5EU3,0.246
P41016,1HZ9,0.213
P41020,,
P41021,,
P41022,,
P41052,1LTM,0.192
P41161,4UNO,0.39
P41182,6TBT,0.282
P41212,1JI7,0.171
P41214,5OA9,0.255
P41222,4ORS,0.252
P41240,3EAC,0.161
P41260,1EBT,0.183
P41261,3PI3,0.217
P41365,4K6K,0.248
P41783,4G2S,0.272
P41811,4J73,0.21
P41977,6QZN,0.253
P42212,1YHI,0.237
P42293,4COT,0.25
P42305,2HJV,0.219
P42371,,
P42419,1I6N,0.18
P42494,5HRB,0.304
P42567,1KYF,0.159
P42574,4EHH,0.286
P42575,3R7B,0.189
P42592,6XUX,0.232
P42684,3ULR,0.201
P42849,1X9R,0.217
P43133,6FHP,0.217
P43214,,
P43235,5JH3,0.228
P43254,5KWN,0.244
P43268,4CO8,0.139
P43309,6ELT,0.193
P43316,1HD5,0.175
P43332,6F4G,0.322
P43358,6TRN,0.202
P43379,1D3C,0.217
P43490,,
P43529,4FNF,0.256
P43555,2A6Y,0.146
P43558,4KDL,0.233
P43588,5W83,0.233
P43603,1SSH,0.184
P43772,,
P43873,4MV9,0.246
P44206,,
P44251,5GNG,0.251
P44539,1F6K,0.172
P44602,4I84,0.186
P44741,3M7E,0.195
P45083,1SC0,0.202
P45202,,
P45206,1TWB,0.23
P45299,4P29,0.244
P45548,,
P45689,2EWH,0.245
P45697,1ZUT,0.247
P45718,5LFG,0.197
P45720,5LFG,0.197
P45773,,
P45777,2I4S,0.264
P45780,,
P45796,1W0N,0.13
P45850,2ET7,0.166
P46060,2GRN,0.195
P46096,5VFG,0.265
P46100,3QLN,0.286
P46108,6ATV,0.219
P46379,4X86,0.249
P46531,2F8Y,0.268
P46672,4R1J,0.169
P46799,2GAI,0.2
P46844,1LC0,0.208
P46883,,
P46925,3F9Q,0.238
P46934,4N7H,0.239
P46937,6GE4,0.259
P46952,5TK5,0.216
P46976,3Q4S,0.244
P47016,,
P47068,1ZUK,0.208
P47123,1EQ6,0.213
P47228,,
P47229,,
P47709,2CHD,0.256
P47871,2A83,0.131
P47929,6VTS,0.271
P47934,1NDB,0.178
P47967,5JPG,0.285
P48059,7D2S,0.195
P48061,3GV3,0.247
P48286,1I4J,0.218
P48329,3QHC,0.164
P48491,4OBT,0.209
P48499,7ABX,0.158
P48510,4UN2,0.203
P48515,4B43,0.234
P48730,5IH4,0.261
P48735,6UJ7,0.223
P48781,1B67,0.204
P48845,1OGM,0.152
P49023,2O9V,0.196
P49028,1OO0,0.244
P49053,,
P49121,1S8H,0.223
P49257,3WHT,0.209
P49327,,
P49347,6CAF,0.155
P49418,4ATM,0.209
P49419,,
P49424,1J9Y,0.168
P49435,,
P49610,,
P49642,6RB4,0.203
P49643,3L9Q,0.208
P49773,6G9Z,0.262
P49789,,
P49792,4GA0,0.276
P49902,6DD3,0.201
P49913,5NNM,0.505
P49951,5M5R,0.222
P50032,1KTP,0.206
P50033,1KTP,0.206
P50049,4L3K,0.246
P50053,2HQQ,0.21
P50120,4ZH6,0.333
P50281,,
P50286,6SYH,0.225
P50389,,
P50405,6VZE,0.259
P50415,4JWE,0.258
P50498,4R3S,0.191
P50549,4AVP,0.27
P50552,1USD,0.22
P50579,1KQ9,0.188
P50623,2GJD,0.218
P50910,,
P51532,3UVD,0.284
P51584,1GKK,0.157
P51681,,
P51691,4CXK,0.252
P51834,5NMO,0.257
P51965,1XR9,0.184
P52011,2IGW,0.206
P52026,1L3V,0.224
P52270,1TCD,0.225
P52293,"4YI0, 5HUW",0.215
P52565,2JHT,0.3
P52687,2J80,0.203
P52699,5Y5B,0.187
P52700,2FM6,0.196
P52704,"1SC9, 1SCK",0.141
P52778,1ICX,0.252
P52839,1Q44,0.21
P52917,5FVL,0.238
P52948,,
P53051,,
P53078,3ONN,0.251
P53220,6K7F,0.257
P53350,5NJE,0.276
P53355,1YR5,0.255
P53550,5LMG,0.247
P53582,4U76,0.218
P53617,6O3X,0.228
P53816,4DOT,0.244
P53847,3ETV,0.263
P53990,4U7I,0.303
P53999,4USG,0.291
P54050,1I2A,0.224
P54066,3PAF,0.231
P54149,1FVA,0.203
P54302,2HJE,0.219
P54422,3WHQ,0.175
P54512,1ON2,0.296
P54577,1N3L,0.177
P54725,6W2H,0.232
P54760,6FNL,0.202
P54820,3M97,0.207
P54829,,
P54855,6IPB,0.194
P54939,1ZVZ,0.239
P54956,7BRA,0.183
P55020,1BXV,0.173
P55059,5CRW,0.207
P55072,3TIW,0.259
P55201,4QYL,0.245
P55210,4JB8,0.218
P55212,3OD5,0.175
P55260,,
P55734,5HBQ,0.244
P55859,4PNP,0.211
P55890,4I5Q,0.271
P55915,2CYF,0.221
P55957,4ZEQ,0.275
P56073,1ZUH,0.244
P56109,5UD1,0.259
P56192,4BVY,0.217
P56199,4A0Q,0.23
P56275,1DZ0,0.203
P56406,1C7K,0.179
P56410,1GV8,0.205
P56427,3S0Y,0.23
P56456,,
P56463,,
P56470,4XZP,0.189
P56524,3V31,0.182
P56588,1BG4,0.168
P56680,,
P56690,1UDZ,0.233
P56691,1CG8,0.192
P56692,1CG8,0.192
P56734,2OF9,0.169
P56817,1W50,0.255
P56839,1S2W,0.185
P56965,2CI7,0.2
P57005,2AQT,0.202
P57105,2JIK,0.221
P58301,4NCK,0.358
P58335,1SHT,0.175
P58502,3VV2,0.254
P58687,4GFS,0.22
P58989,1S44,0.225
P59071,4GLD,0.195
P59082,5VGL,0.213
P59205,4Q2W,0.206
P59206,,
P59336,1BN7,0.147
P59337,,
P59594,2BEZ,0.26
P59595,2OG3,0.24
P59665,3HJD,0.217
P59666,1ZMH,0.236
P59807,1HN0,0.182
P59938,6AU7,0.249
P60022,2NLQ,0.242
P60033,5M2C,0.28
P60043,,
P60045,3JTI,0.173
P60174,6UP1,0.25
P60334,,
P60355,,
P60469,6KIP,0.216
P60472,1JP3,0.206
P60568,5LQB,0.307
P60604,3H8K,0.249
P60775,1QKE,0.21
P60864,,
P60880,,
P60881,5W5C,0.253
P61077,5EGG,0.328
P61086,3K9O,0.188
P61088,6ULH,0.246
P61244,6G6K,0.231
P61316,1UA8,0.26
P61503,,
P61626,1LYY,0.295
P61769,5CSB,0.435
P61812,5TX4,0.237
P61823,1C0B,0.321
P61830,5D7E,0.238
P61889,6KA1,0.153
P61956,4NPN,0.203
P61964,6OFZ,0.23
P61978,1ZZI,0.285
P62068,,
P62136,6ZK6,0.29
P62149,2O60,0.243
P62508,,
P62554,7EPG,0.381
P62575,,
P62576,,
P62593,6APA,0.319
P62623,3KEL,0.245
P62799,2HUE,0.207
P62805,4N3W,0.27
P62837,4V3L,0.524
P62894,6FF5,0.206
P62898,6N1O,0.198
P62937,2ALF,0.537
P62940,4DGA,0.227
P62942,1D7I,0.308
P62979,5WVO,0.227
P62983,7E62,0.28
P62987,4PIG,0.215
P62992,4Y1H,0.176
P62993,2H46,0.232
P63000,6X1G,0.213
P63010,2G30,0.241
P63045,5W5C,0.253
P63086,2GPH,0.267
P63087,4V0X,0.254
P63098,6NUF,0.215
P63142,,
P63165,5ELJ,0.285
P63167,6GZL,0.302
P63228,3L1V,0.315
P63279,6SYF,0.303
P63284,1JBK,0.252
P63316,3SWB,0.211
P63705,,
P64345,,
P66817,4U6N,0.282
P66881,4XEP,0.204
P67653,,
P67700,,
P67809,5YTX,0.266
P67825,1TWD,0.177
P67976,4NLI,0.195
P68082,1YMB,0.28
P68106,4IQ2,0.251
P68190,,
P68265,1TFJ,0.203
P68390,2GKV,0.246
P68400,5ZN4,0.215
P68431,5MR8,0.329
P68436,2NU0,0.201
P68826,,
P68871,6NQ5,0.281
P68928,2CMP,0.314
P69179,,
P69202,3JXB,0.246
P69441,6RZE,0.236
P69488,4Y65,0.19
P69506,7BHC,0.253
P69517,4KNQ,0.233
P69543,1GKH,0.237
P69596,2BXX,0.269
P69681,1XQF,0.22
P69739,,
P69741,,
P69776,2GUS,0.293
P69891,1I3D,0.201
P69892,,
P69905,6NQ5,0.281
P69924,1R65,0.21
P69986,2JLJ,0.212
P70604,4J9Y,0.186
P70731,4CO5,0.221
P71021,,
P71119,1WNW,0.244
P71140,,
P71403,3GWG,0.15
P71447,6H8Z,0.279
P71650,5HJZ,0.285
P71817,2A15,0.192
P72181,,
P72583,7E2S,0.173
P72683,,
P72777,5M2R,0.254
P73048,3LS1,0.365
P73184,5DFX,0.203
P73213,4A46,0.248
P73241,4A4J,0.184
P73270,,
P73407,2A10,0.236
P73492,3QMX,0.218
P73600,,
P73797,1IIT,0.22
P73925,1RTX,0.278
P73954,6WUE,0.228
P74373,6H0C,0.209
P74750,4GIG,0.244
P74902,1R5Z,0.204
P75736,,
P75792,2HF2,0.244
P75898,,
P75906,3VUS,0.221
P75914,1M65,0.19
P75960,1S5P,0.374
P75966,2OLW,0.211
P76002,4DXZ,0.257
P76008,5Z03,0.247
P76015,1OI2,0.17
P76129,1V9Z,0.255
P76341,2G2N,0.243
P76344,5YXC,0.257
P76469,,
P77072,5DSF,0.255
P77173,,
P77202,2IY2,0.241
P77214,3E6Z,0.2
P77541,1OQF,0.218
P77754,6BIE,0.299
P77774,3Q7N,0.234
P77872,1QWL,0.207
P78055,,
P78067,,
P78310,1F5W,0.181
P78324,6NMT,0.208
P78330,1NNL,0.212
P78352,6QJJ,0.283
P78358,6AT5,0.232
P78380,1YXJ,0.2
P78556,2HCI,0.267
P78737,1ZLE,0.251
P79073,3QQT,0.284
P79734,4CZ6,0.198
P80028,6Q6U,0.266
P80029,1S2P,0.203
P80043,3GQG,0.263
P80044,3GQG,0.263
P80176,2AMS,0.14
P80188,6Z6Z,0.277
P80293,,
P80302,1BX8,0.172
P80386,4YEF,0.224
P80401,4BXV,0.421
P80402,7A1A,0.224
P80511,1E8A,0.201
P80561,1XJO,0.159
P80579,1NW2,0.231
P80644,6DQI,0.236
P80721,1KFR,0.195
P80728,1WS7,0.189
P80734,1Q0M,0.172
P80735,"3G50, 3G4Z",0.234
P80958,1ONJ,0.175
P81023,6ZMY,0.257
P81030,4DO8,0.266
P81180,4J4F,0.281
P81238,,
P81371,4XXA,0.218
P81459,,
P81708,2CWI,0.227
P82409,4GUX,0.179
P82597,4LHE,0.252
P82599,1C75,0.121
P82974,,
P83052,,
P83133,1WMU,0.191
P83134,1WMU,0.191
P83194,4LUL,0.244
P83467,6MYK,0.257
P83654,1O0E,0.183
P83772,,
P83790,1ULN,0.164
P83820,,
P83916,3F2U,0.3
P84090,7CNC,0.178
P84092,,
P84131,3GQ5,0.224
P84138,1T8H,0.183
P84141,1RWA,0.149
P84142,3TNV,0.18
P84147,"1V0U, 1V0V",0.186
P84148,1Q42,0.214
P84155,1VJU,0.176
P84233,2HUE,0.207
P84243,3JVK,0.28
P84330,3S60,0.213
P84493,6JK5,0.155
P84612,4L2B,0.205
P84751,2ADF,0.226
P84801,2GTY,0.18
P84854,,
P84908,6FHP,0.217
P85092,5MG9,0.294
P85173,4M1V,0.14
P85507,4K83,0.234
P85524,,
P86041,,
P86179,,
P87249,4G92,0.201
P87252,7ASX,0.258
P93026,4TJX,0.204
P94127,,
P94388,1ODT,0.172
P94678,3N6T,0.268
P94690,,
P94951,"1QV9, 1U6K",0.204
P95004,5WZ4,0.225
P95028,4PMR,0.211
P95493,5HFS,0.254
P95649,4UAS,0.177
P96084,1XRO,0.23
P96112,1J9L,0.215
P96202,7AHB,0.251
P96257,6H20,0.188
P96311,4DOD,0.184
P96356,6J7T,0.233
P96711,5D4S,0.428
P96717,3QY6,0.254
P96965,1UKB,0.171
P97687,,
P97784,5T5X,0.245
P97879,1N7E,0.274
P98082,6OVF,0.206
P98158,3V2O,0.27
P98170,4J45,0.2
P99999,6DUJ,0.235
P9WEM3,2BEN,0.243
P9WF43,6ONO,0.283
P9WFG7,6R3Y,0.174
P9WFQ9,4WS0,0.214
P9WFV9,2JA2,0.242
P9WFX1,,
P9WFX5,4X5A,0.275
P9WFX7,4FB7,0.167
P9WG29,3EO5,0.196
P9WG43,3GVG,0.167
P9WG47,3UC1,0.24
P9WGI1,6ONO,0.283
P9WGK3,4YOF,0.25
P9WGK7,1YSR,0.211
P9WGM1,1YS6,0.225
P9WGM3,1S8N,0.224
P9WHJ3,2IN8,0.271
P9WHR9,3K6Z,0.248
P9WI55,1WCF,0.174
P9WI79,1RWL,0.56
P9WIB9,2F6L,0.194
P9WIC1,5MPV,0.229
P9WIC6,4PZ9,0.231
P9WIE3,1XXU,0.255
P9WII3,5HK3,0.246
P9WIL5,"2A88, 1MOP",0.177
P9WIR7,5ZXA,0.187
P9WIT9,,
P9WIV3,2ASB,0.174
P9WJA3,1Y5H,0.233
P9WJD9,4XWP,0.226
P9WJN3,4EWL,0.211
P9WK19,1YJ3,0.226
P9WK45,3MH8,0.24
P9WKD3,6H27,0.262
P9WKH3,6DS7,0.243
P9WKJ1,5DJK,0.204
P9WKK7,,
P9WMC1,1T56,0.211
P9WMH5,5W5B,0.274
P9WMM9,1Y6X,0.172
P9WMR9,2O2H,0.168
P9WN25,1IDR,0.224
P9WN93,,
P9WNH1,3HSS,0.186
P9WNK3,6J29,0.181
P9WNP5,3T8B,0.17
P9WNS3,,
P9WP15,,
P9WP65,2HY1,0.208
P9WPA5,3RFF,0.258
P9WPC9,6PBA,0.236
P9WPE1,1U5H,0.217
P9WPH3,4WIF,0.245
P9WPN5,,
P9WPP1,3IVY,0.187
P9WPP7,1N4G,0.185
P9WPY1,2O11,0.209
P9WPY5,2O15,0.238
P9WPZ9,2NQT,0.154
P9WQB3,,
P9WQD3,3NE3,0.324
P9WQN9,4QDZ,0.175
P9WQP1,1F0N,0.222
Q00019,,
Q00277,,
Q00456,,
Q00457,,
Q00458,1VM9,0.184
Q00459,2BF3,0.292
Q00460,,
Q00499,2BH4,0.217
Q00511,4FSK,0.252
Q00613,5HDG,0.225
Q00684,5XW4,0.197
Q00901,1R4B,0.195
Q00944,4D4R,0.3
Q00987,3JZS,0.274
Q01082,3EDV,0.266
Q01083,,
Q01094,6ULS,0.18
Q01151,5MIX,0.228
Q01299,,
Q01344,1OBX,0.197
Q01401,,
Q01468,6FPS,0.25
Q01484,5Y4F,0.22
Q01502,4F1K,0.244
Q01523,1ZMP,0.224
Q01532,2E01,0.197
Q01693,3FH4,0.196
Q01770,,
Q01826,2O4A,0.413
Q01973,,
Q01974,6OSV,0.211
Q02153,4NI2,0.207
Q02206,,
Q02242,3RNK,0.221
Q02248,1DOW,0.222
Q02647,4DS1,0.194
Q02724,,
Q02762,2NUM,0.151
Q02790,4LAV,0.228
Q02834,1W8O,0.186
Q02936,1AT0,0.228
Q03023,1JIW,0.162
Q03048,4KED,0.236
Q03164,3LQH,0.215
Q03173,4CC3,0.237
Q03330,,
Q03347,1EAN,0.196
Q03431,3H3G,0.228
Q03463,3MRJ,0.197
Q03513,6HBA,0.235
Q03555,4PD1,0.222
Q036L9,6CHK,0.198
Q03708,2JB0,0.22
Q03723,3G9B,0.262
Q03933,5D8K,0.369
Q04112,6EVU,0.29
Q04207,,
Q04432,4QYX,0.253
Q04439,1YP5,0.216
Q04477,2FTX,0.239
Q04544,,
Q04636,3F5R,0.198
Q04ML5,4W5H,0.25
Q05097,4LKE,0.212
Q05115,3IXM,0.226
Q05127,3L29,0.246
Q05128,4LDM,0.245
Q05315,6A1X,0.24
Q05514,1KD0,0.21
Q05603,4KQH,0.193
Q05776,4YTW,0.202
Q05785,6ENR,0.245
Q05H60,3LR2,0.209
Q06121,4LNY,0.249
Q06124,3ZM3,0.205
Q06135,,
Q06141,1UV0,0.22
Q06187,6TT2,0.23
Q06681,5YQQ,0.237
Q06851,4B9F,0.511
Q06994,6Y6G,0.219
Q06KA2,"6MTF, 6MT7",0.202
Q06S87,3Q1E,0.248
Q07108,1E8I,0.257
Q07157,3TSV,0.3
Q07412,3PSW,0.406
Q07440,,
Q07688,6M7W,0.241
Q07717,6KWL,0.242
Q07812,5W5Z,0.27
Q07817,6QG8,0.253
Q07820,3KJ0,0.244
Q07841,,
Q07869,7BQ1,0.2
Q07912,4HZR,0.178
Q07Z15,4CX9,0.178
Q08209,4Q5U,0.271
Q08303,6HQI,0.234
Q08379,4REY,0.218
Q08467,6XX8,0.249
Q08723,5W83,0.233
Q08945,6L1R,0.231
Q09028,5XXQ,0.23
Q09065,3O1Q,0.184
Q09293,7D1L,0.224
Q09312,3QGC,0.224
Q09328,,
Q09490,5AZG,0.228
Q09JX9,,
Q09LX1,5BN1,0.164
Q09LY9,,
Q0GMU2,3G9T,0.25
Q0GMU3,4HZ6,0.145
Q0HD59,5UM1,0.282
Q0I9X8,6GKB,0.233
Q0IFG2,4FD4,0.277
Q0IIP8,4PBO,0.186
Q0JRZ9,,
Q0P864,4XMQ,0.191
Q0P8Q4,5LWH,0.197
Q0P9D1,,
Q0PBL7,2HXW,0.17
Q0PBW4,1Y4T,0.187
Q0PF16,5EIU,0.287
Q0PQ60,4Z4X,0.208
Q0QJA3,3F95,0.199
Q0SDB1,4U5P,0.179
Q0SWL7,6IXZ,0.26
Q0TR53,2J1A,0.232
Q0WA92,4JER,0.146
Q0WHI2,,
Q0WYK2,4PXV,0.204
Q10108,5J3Q,0.281
Q10356,4GE3,0.159
Q10QA5,"3VXK, 4IHA",0.18
Q10Z45,,
Q119I9,5JVB,0.266
Q11H97,6WM6,0.159
Q11KV9,6G3E,0.166
Q12046,3U1L,0.221
Q12053,3ILS,0.241
Q12098,,
Q12118,3ZDM,0.261
Q12178,1UAQ,0.179
Q12285,4A20,0.542
Q12306,2EKE,0.207
Q12318,3VU9,0.257
Q12395,2IS9,0.183
Q12396,2A6W,0.217
Q12420,3PLV,0.253
Q12692,4M6B,0.21
Q12830,3QZV,0.268
Q12888,2G3R,0.194
Q12904,,
Q12923,3LNX,0.241
Q12933,3KNV,0.265
Q12QS6,3T2X,0.154
Q13009,3KZE,0.238
Q13093,,
Q13148,5WKD,0.345
Q13153,1YHW,0.24
Q13162,,
Q13163,2NPT,0.236
Q13185,6HW2,0.223
Q13188,4OH9,0.257
Q13191,2AK5,0.25
Q13231,4WJX,0.146
Q13283,6TA7,0.286
Q13418,3KMU,0.25
Q13451,3O5F,0.29
Q13454,4M92,0.233
Q13490,6HPR,0.193
Q13501,5YP7,0.288
Q13526,5VTI,0.313
Q13541,4UED,0.255
Q13563,3HRO,0.297
Q13576,4EZA,0.209
Q13616,,
Q13698,6B27,0.211
Q13813,5FWC,0.226
Q13838,"1XTI, 1T5I",0.236
Q13873,2HLQ,0.202
Q13907,2ICJ,0.203
Q13936,6U3B,0.294
Q13952,1N1J,0.175
Q13976,4R4M,0.273
Q13JM0,,
Q13PB7,3SN0,0.209
Q13WK4,,
Q14019,1VFQ,0.208
Q14050,5CTD,0.22
Q14055,5CTD,0.22
Q14116,4XFS,0.22
Q14145,7EXI,0.303
Q14149,5SVI,0.223
Q14160,6XA6,0.288
Q14191,6TYV,0.266
Q14203,2HL5,0.245
Q14289,4XEK,0.257
Q14315,1V05,0.194
Q14318,2AWG,0.203
Q14457,5HHE,0.255
Q14498,4OZ1,0.193
Q14527,5BNH,0.234
Q14623,3K7J,0.243
Q14653,6SIV,0.201
Q14671,1IB2,0.22
Q14676,3UNM,0.235
Q14790,3H11,0.23
Q14896,,
Q14995,,
Q15036,3LUI,0.223
Q15047,,
Q15059,5HFR,0.298
Q15084,4GWR,0.187
Q15109,3O3U,0.177
Q15116,6UMT,0.257
Q15119,,
Q15149,4GDO,0.263
Q15154,6HYM,0.267
Q15233,,
Q15257,2IXM,0.169
Q15366,2AXY,0.246
Q15369,2C9W,0.264
Q15370,2C9W,0.264
Q15404,7D2S,0.195
Q15465,3MXW,0.214
Q15466,1YUC,0.223
Q15468,5LHW,0.171
Q15493,3G4H,0.258
Q15554,3SJM,0.447
Q15561,6GE4,0.259
Q15596,7A78,0.277
Q15599,2HE4,0.195
Q15678,6IWD,0.211
