uniprot_id,frequency,pdb_ids
P16410,1,5GGV
P16422,1,4MZV
P16442,33,"1LZ0,1LZ7,1WSZ,1WT0,1XZ6,1ZHJ,1ZI1,1ZIZ,1ZJ0,2I7B,2O1F,2O1G,2PGV,2RIT,2RIZ,3I0C,3IOH,5CMF,5CMG,5CMH,5CMI,5CMJ,5CQL,5CQM,5CQN,5CQO,5CQP,6BJI,6BJJ,6BJL,6BJM,6GWY,6GWZ"
P16455,1,1QNT
P16458,2,"1JB7,2I0Q"
P16466,10,"3FY3,4W8Q,4W8R,4W8S,4W8T,5KEH,5SZ8,6PYK,6PZL,6Q0P"
P16474,1,3H0X
P16497,1,2VLG
P16528,2,"2O99,2O9A"
P16554,1,5YI7
P16559,2,"2RER,2REZ"
P16608,1,1UJP
P16621,2,"2YD1,6X38"
P16649,2,"3VP8,3VP9"
P16662,1,2O6L
P16667,1,2REU
P16686,1,2FSU
P16692,2,"3G1P,3P2U"
P16726,1,7NXP
P16790,1,1T6L
P16791,1,6T3X
P16794,2,"5DOC,6T3X"
P16883,2,"2BZU,2BZV"
P16892,1,2F49
P16897,7,"1G68,1G6A,4ID4,4QY5,4QY6,4R4R,4R4S"
P16948,2,"1KP6,4GVB"
P16952,3,"2WOY,2WQS,6Q2L"
P16972,1,6B05
P17028,1,3LHR
P17063,1,4EVF
P17067,1,1EKJ
P17153,1,1YII
P17157,1,4KRD
P17169,1,7DNR
P17174,1,6DNB
P17181,1,4PO6
P17202,2,"4V3F,5A2D"
P17210,1,5JVU
P17252,1,4DNL
P17255,1,1GPP
P17259,1,1R1N
P17291,1,1RSS
P17297,1,1KW3
P17347,1,6LSQ
P17427,9,"1B9K,1KYF,1KYU,1QTP,1QTS,1W80,2VJ0,3HS8,7OHI"
P17433,3,"8SMH,8SMJ,8SP1"
P17443,1,1F0K
P17452,1,2EBF
P17562,1,6VCZ
P17574,4,"4NIA,4OQ8,4OQ9,7M2V"
P17676,4,"1GTW,1GU4,2E42,7L4V"
P17679,1,3VD6
P17693,2,"1YDP,3KYO"
P17695,1,3CTG
P17706,2,"7F5N,7F5O"
P17707,6,"1JL0,1MSV,3EP3,3EP4,3EP5,3EPB"
P17724,5,"3AQ5,3AQ6,3AQ7,3AQ8,3AQ9"
P17726,1,1D0D
P17728,1,2ATB
P17734,4,"3RU4,6EAU,6EAV,6EAW"
P17742,1,6FK1
P17743,2,"2GIG,2GIJ"
P17763,2,"4AL8,4LCY"
P17802,11,"1KG2,1KG3,1KG4,1KG5,1KG6,1KG7,1KQJ,1MUN,1MUY,1WEF,1WEG"
P17811,1,2X55
P17838,2,"1QVE,1RG0"
P17846,11,"1AOP,2AOP,2GEP,4AOP,4G38,4HTR,6C3M,6C3X,6C3Y,6C3Z,6GEP"
P17865,2,"2RHJ,2VXY"
P17870,1,1G4M
P17888,1,6DCR
P17893,1,2P5K
P17900,1,1PU5
P17901,3,"1EDG,2VN5,2VN6"
P17906,5,"3W40,3W41,3W42,3W43,3W45"
P17931,19,"2NMO,2NN8,3ZSJ,3ZSK,3ZSL,3ZSM,4R9A,4R9B,4R9C,4R9D,5NFC,6B8K,6EXY,6EYM,6F2Q,6F6Y,6H64,6Y4C,6Y78"
P17947,1,8T9U
P17948,2,"1FLT,5ABD"
P17978,2,"2Z2N,2Z2O"
P17989,5,"1MVE,3AXD,3AXE,3H0O,3HR9"
P17998,1,5ZNM
P18000,3,"2A8K,2DFX,2FHZ"
P18002,1,4AEQ
P18010,1,3RF3
P18031,84,"1OEM,1PA1,1SUG,2CM2,3A5J,3A5K,3SME,4QAP,4QBW,5K9V,5KA0,5KA8,5KAA,5KAC,6B8E,6B8T,6B8X,6B90,6BAI,6CWV,6NTP,6XE8,6XEA,7FRE,7FRS,7FRT,7FRU,7GSA,7GSB,7GSL,7GSO,7GSR,7GST,7GSV,7GSW,7GSY,7GT0,7GT1,7GT3,7GT4,7GT5,7GT6,7GT7,7GT9,7GTD,7GTE,7GTG,7GTH,7GTI,7GTK,7GTL,7GTM,7GTN,7GTO,7GTT,7GTW,7GTX,7GTY,7GTZ,7GU0,7GU1,7GU2,7GU3,7GU4,7GU5,7GU6,7GU7,7GU8,7GU9,7GUA,7GUB,7GUC,7KEN,7KEY,7L0C,7LFO,7MKZ,7MN9,7MNC,7MNE,7MOU,7MOV,8U1E,8XOY"
P18068,1,2PLT
P18139,2,"3BW9,3BWA"
P18140,1,4GVE
P18153,2,"3DXL,3DY9"
P18181,2,"2PTT,2PTV"
P18187,3,"1YQW,4UCX,4UPE"
P18188,3,"1YQW,4UCX,4UPE"
P18206,6,"1YDI,3RF3,3S90,3TJ5,4LN2,4LNP"
P18212,1,1V2B
P18272,3,"4QAZ,4QB0,4Z9P"
P18317,2,"1GMU,1GMW"
P18326,2,"2ZBX,2ZBY"
P18328,1,1FF4
P18357,1,1XA1
P18378,1,1LUZ
P18429,8,"1XXN,2DCY,2DCZ,2QZ3,2Z79,3EXU,5TVV,5TVY"
P18433,1,6UZT
P18440,1,2IJA
P18477,1,3UXF
P18481,1,4P0D
P18525,1,1MQK
P18529,1,1I8K
P18532,1,1KCV
P18548,7,"1DCS,1E5H,1HJF,1HJG,1RXF,1UO9,2JB8"
P18568,1,3WA1
P18583,1,7CIQ
P18592,1,4BQK
P18640,2,"2QN0,3DEB"
P18670,6,"1KU8,1UGW,4AK4,4AKB,4R6Q,5J51"
P18671,1,1KU8
P18673,3,"1UGW,4R6Q,5J51"
P18708,1,1QCS
P18754,2,"1A12,1I2M"
P18771,1,5NXF
P18774,1,6BBK
P18798,4,"1FZ1,1FZ7,1MTY,1XU5"
P18886,1,2H4T
P18902,1,1HBQ
P18956,3,"2DBU,2DBW,2E0X"
P19080,4,"1DBF,1FNJ,2CHS,3ZO8"
P19087,1,6N84
P19097,1,2WAS
P19120,3,"1HX1,2QW9,7ODB"
P19137,1,2JD4
P19221,1,3HK3
P19235,1,1EER
P19239,1,6T6L
P19243,1,5DS2
P19250,1,3A57
P19267,1,1A7W
P19320,2,"1VCA,1VSC"
P19321,3,"2FPQ,3OBR,3OGG"
P19334,2,"5F67,7CQV"
P19337,1,4IS2
P19385,1,4CVD
P19399,1,3FJU
P19400,1,1F32
P19424,2,"1G01,1G0C"
P19436,1,5EKA
P19438,1,1EXT
P19447,1,4ERN
P19474,1,5OLM
P19478,6,"2O6C,2O6D,2O6E,2O6F,3PJL,3PJN"
P19491,9,"1MXV,1MXW,1MXY,1MXZ,1MY0,1MY1,4H8J,4O3C,4U2R"
P19515,2,"1TGL,3TGL"
P19524,2,"1M45,6IXO"
P19531,1,1QHP
P19538,1,3HQM
P19544,7,"3MYJ,5KL2,5KL3,5KL6,6B0O,6B0R,6BLW"
P19551,1,3ECB
P19567,15,"1BQK,1BQR,1ZIA,2JKW,2UX6,2UX7,2UXG,4YL4,5XMO,5Y23,5YW3,5Z0X,5ZTD,6AKN,6IFP"
P19571,1,2D3N
P19573,16,"3SBQ,6RKZ,6RL0,6Y6Y,6Y71,6Y72,6Y77,6Y7D,6Y7E,7APY,7AQ2,7AQ4,7AQ5,7AQ6,7AQ7,7AQ8"
P19576,3,"6L3E,7FFT,7FFW"
P19597,4,"6B0S,6O24,6O26,6O28"
P19599,1,4QXT
P19614,21,"1AME,1B7I,1B7J,1EKL,1GZI,1HG7,1JAB,1MSI,2JIA,2MSI,2MSJ,2SPG,3MSI,4MSI,4NY6,5MSI,6MSI,7AME,7MSI,7Q3V,9AME"
P19619,1,1HM6
P19624,1,1PTM
P19634,2,"6NUC,6NUF"
P19656,6,"1FK0,1FK1,1FK2,1FK3,1MZL,1MZM"
P19661,2,"4JWC,4JWD"
P19665,3,"1QNN,1UER,1UES"
P19667,1,2DPF
P19669,1,3R8R
P19706,2,"2DRK,2DRM"
P19753,1,3FS7
P19784,2,"5YF9,5YWM"
P19793,3,"1DSZ,6FBQ,7A77"
P19809,3,"1F00,6TPL,6TQD"
P19811,1,4IUM
P19812,4,"3NIK,3NIL,3NIS,6KGI"
P19814,1,4IKN
P19833,1,8SPK
P19835,1,6H0T
P19871,1,1HXH
P19875,1,5OB5
P19878,2,"1HH8,1WM5"
P19909,16,"1QKZ,2GI9,2ON8,2ONQ,2QMT,6C9O,6CHE,6CPZ,6CTE,6KMC,6NL6,6NL7,6NL8,6NL9,6NLA,6OC7"
P19934,1,1TOL
P19957,1,1FLE
P19972,2,"1KVD,1KVE"
P19999,5,"1BUU,1FIF,1KWT,1RTM,1YTT"
P20004,2,"1C96,1C97"
P20047,1,1U2W
P20058,1,1HXN
P20062,2,"5NO0,5NP4"
P20067,3,"6MGM,6MGN,6U2U"
P20138,1,6D48
P20142,1,1HTR
P20153,1,2HAN
P20163,1,2OP6
P20226,2,"1CDW,4ROC"
P20239,1,5II6
P20290,1,3MCB
P20345,1,3GQH
P20356,1,1NLF
P20371,3,"2BUM,2BUT,2BUX"
P20372,3,"2BUM,2BUT,2BUX"
P20384,1,3PKZ
P20429,2,"1Z3E,3IHQ"
P20434,1,1DZF
P20449,1,3GFP
P20456,1,2BJI
P20457,4,"3LGB,6DTV,6DTZ,6DU0"
P20533,1,1ITX
P20536,2,"4OD8,4YGM"
P20581,2,"2Q0I,2VW8"
P20582,1,3H76
P20591,1,4P4U
P20701,4,"1LFA,1MJN,3F74,7KC3"
P20702,1,1N3Y
P20749,2,"1K1A,1K1B"
P20759,1,1LK3
P20781,1,4PD1
P20796,2,"6RCC,6RCD"
P20809,1,6O4O
P20821,2,"3KLR,3WDN"
P20823,1,2GYP
P20849,3,"2UUR,5CTD,5CTI"
P20857,1,1THX
P20871,1,5V6M
P20917,2,"6GZJ,6GZL"
P20929,1,6Y17
P20936,5,"1WER,2J05,2J06,6PXB,6WAX"
P20974,1,1GXY
P20985,2,"6CB6,6CB7"
P20995,2,"4OD8,4YGM"
P21163,1,1PGS
P21165,1,4QR8
P21179,26,"1CF9,1GG9,1GGE,1GGJ,1P80,1P81,1QWS,3P9R,3TTT,3TTU,3TTV,3TTW,3TTX,4BFL,4ENP,4ENQ,4ENR,4ENS,4ENT,4ENU,4ENV,4ENW,5BV2,6ZTV,6ZTW,6ZTX"
P21242,1,1RYP
P21243,1,1RYP
P21310,1,1GK2
P21333,3,"2W0P,3CNK,4M9P"
P21338,2,"2PQX,2Z70"
P21347,1,6YA1
P21367,1,1YAC
P21399,1,2B3Y
P21401,2,"6F8P,6I9I"
P21408,1,1XVY
P21448,1,1MVU
P21454,1,2GWM
P21457,9,"1OMR,1OMV,1REC,4M2O,4M2P,4M2Q,4MLW,4YI8,4YI9"
P21513,4,"1SMX,2FYM,3H8A,5OHG"
P21514,1,4KIE
P21543,1,3VOC
P21553,1,2IFC
P21570,2,"2BWK,2BWL"
P21575,1,2AKA
P21579,8,"3F00,3F01,3F04,3F05,6TZ3,6U41,6U4U,6U4W"
P21580,6,"3VUW,3VUX,3VUY,3ZJD,3ZJE,3ZJG"
P21589,2,"6TVE,7PCP"
P21611,3,"3P77,4G43,5YMW"
P21673,3,"2B3U,2B5G,2G3T"
P21674,1,1LR7
P21675,4,"3UV4,7K3O,7K42,7K6F"
P21700,1,3OV9
P21707,9,"1RSY,1TJM,1TJX,1UOV,1UOW,4WEE,5CCJ,5W5C,6CXW"
P21734,1,1FZY
P21802,1,3CAF
P21816,42,"2B5H,2GH2,3ELN,4IEO,4IEP,4IEQ,4IER,4IES,4IET,4IEU,4IEV,4IEW,4IEY,4IEZ,4JTN,4KWJ,4KWK,4KWL,4PIX,4PIY,4PIZ,4PJY,4UBG,4UBH,4XET,4XEZ,4XF0,4XF4,4XF9,4XFA,4XFB,4XFC,4XFF,4XFG,4XFI,4YSF,4YYO,4Z82,5EZW,5FDB,6U1M,6U4L"
P21827,1,3OF7
P21852,22,"1H2A,1H2R,1UBH,1UBJ,1UBK,1UBL,1UBM,1UBO,1UBR,1UBT,1UBU,1WUJ,1WUK,1WUL,4U9H,4U9I,5XLE,5XLF,5XLG,5XLH,5Y4N,8W6X"
P21853,22,"1H2A,1H2R,1UBH,1UBJ,1UBK,1UBL,1UBM,1UBO,1UBR,1UBT,1UBU,1WUJ,1WUK,1WUL,4U9H,4U9I,5XLE,5XLF,5XLG,5XLH,5Y4N,8W6X"
P21855,1,5B1R
P21856,2,"1D5T,1GND"
P21859,1,1J2L
P21865,2,"4QPR,4Y2F"
P21871,1,2R80
P21879,1,7OJ2
P21953,1,1V1R
P21964,2,"4PYI,4PYJ"
P22001,1,4BGC
P22027,3,"3DZE,3E3Z,3E4G"
P22029,1,1FVU
P22030,1,1FVU
P22045,1,4F40
P22056,1,8P61
P22069,10,"1ONC,1YV4,1YV6,1YV7,2I5S,3FD7,3HG6,3PHN,3U00,3U01"
P22076,1,1DFX
P22088,1,4LIP
P22102,2,"1MEO,4EW1"
P22121,2,"2HTS,3HTS"
P22141,1,1RYP
P22188,3,"7B53,7B6O,7B9W"
P22202,1,3UPV
P22217,1,3F3Q
P22219,1,3GRE
P22223,4,"4OY9,4ZML,4ZMY,6ZTB"
P22244,1,4FB9
P22259,4,"1OEN,6ASN,6AT4,6V2N"
P22262,2,"6QVY,6QW1"
P22290,2,"3RRC,4NUU"
P22301,3,"1ILK,1LK3,2ILK"
P22336,2,"5M1X,5OMB"
P22352,1,2R37
P22361,4,"1G2Y,1G2Z,1G39,1JB6"
P22363,1,1VYI
P22364,22,"1AAC,1AAJ,1BXA,1SF3,1SF5,1SFD,1SFH,1T5K,2GB2,2GBA,2IDQ,2IDS,2IDT,2IDU,2OV0,2QDV,2QDW,2RAC,3L45,3RYM,4P5R,4P5S"
P22391,1,3BYD
P22392,2,"3BBB,3BBC"
P22414,1,1PN2
P22434,1,4OJV
P22455,2,"4QQJ,4QQT"
P22498,2,"4EAM,4EAN"
P22535,2,"1CJD,1HX6"
P22579,1,6XAW
P22626,2,"5HO4,6WPQ"
P22629,80,"1HQQ,1HXL,1HXZ,1KFF,1KL3,1KL4,1KL5,1MM9,1MOY,1N7Y,1N9Y,1NBX,1RST,1RSU,1SLF,1SLG,1STR,1STS,1SWA,1SWB,1SWC,1SWH,1SWL,1SWO,1SWQ,1SWU,1VWA,1VWB,1VWC,1VWD,1VWE,1VWF,1VWG,1VWH,1VWM,1VWN,1VWO,1VWP,2BC3,2IZA,2IZB,2IZC,2IZD,2IZE,2RTA,2RTB,2RTC,2Y3E,3RDS,3RDU,3RE5,3RE6,3RY1,3T6L,4BX5,4BX6,4JO6,5N7X,5N89,5N8B,5N8E,5N99,5TO2,6LNG,6QBB,6QSY,6SOK,6Y25,6Y2M,6Y2T,6Y33,6Y34,6Y3Q,7ALX,7B74,7EK8,7EK9,7KNL,7NLV,8PXG"
P22643,6,"1B6G,1BE0,1EDE,2HAD,2PKY,2YXP"
P22669,3,"5GM3,5GM4,5GM5"
P22681,1,5HKX
P22692,1,1WQJ
P22723,1,7CDB
P22734,2,"4P7J,4PYM"
P22736,1,4RZF
P22747,1,6SE7
P22749,1,1L9L
P22776,1,7EMD
P22777,1,3LW2
P22862,3,"1VA4,3HEA,3IA2"
P22869,4,"1FZ1,1FZ7,1MTY,1XU5"
P22887,3,"1HLW,1NPK,4C6A"
P22892,4,"1GYU,1GYV,2A7B,3ZY7"
P22894,3,"1JAP,2OY2,2OY4"
P22897,1,7L68
P22914,4,"7N37,7N38,7N39,7N3A"
P22915,1,1KAF
P22963,4,"6IWK,6IYG,6J3X,7CZJ"
P22983,1,1KBL
P23005,1,1M8U
P23023,1,1ZV1
P23024,1,1OQV
P23154,1,3TVR
P23193,1,3NDQ
P23222,6,"1XJ3,1XJ4,1XJ6,2VV6,2VV7,2VV8"
P23246,3,"6NCQ,6OWJ,7LRU"
P23280,1,3FE4
P23284,2,"3ICH,3ICI"
P23291,1,5X18
P23295,17,"1CL6,1CMJ,1CMN,1EHE,1EHF,1EHG,1F24,1F25,1F26,1GEI,1GEJ,1JFB,1JFC,5Y5F,5Y5G,5Y5H,7DVO"
P23308,1,1B0N
P23360,23,"1GOK,1GOM,1GOO,1GOQ,1GOR,1K6A,1TUX,5RG4,5RG5,5RG6,5RG7,5RG8,5RG9,7K4P,7K4R,7K4T,7K4V,7K4W,7K4Y,8USE,8USG,8USI,8USK"
P23370,1,1LOU
P23395,1,2D5B
P23443,1,5WBH
P23456,1,5IZE
P23458,2,"4L00,4L01"
P23467,5,"2HC1,2HC2,2I3R,2I3U,2I4E"
P23468,3,"2YD6,2YD7,6X3A"
P23469,2,"6D4D,6D4F"
P23470,4,"2H4V,2PBN,3JXH,3QCD"
P23471,1,5AWX
P23472,1,2HVM
P23497,103,"4PTB,5PWE,5PWF,5PWG,5PWH,5PWI,5PWJ,5PWK,5PWL,5PWM,5PWN,5PWO,5PWP,5PWQ,5PWR,5PWS,5PWT,5PWU,5PWV,5PWW,5PWX,5PWY,5PWZ,5PX0,5PX1,5PX2,5PX3,5PX4,5PX5,5PX6,5PX7,5PX8,5PX9,5PXA,5PXB,5PXC,5PXD,5PXE,5PXF,5PXG,5PXI,5PXJ,5PXK,5PXL,5PXM,5PXN,5PXO,5PXP,5PXQ,5PXR,5PXS,5PXT,5PXU,5PXV,5PXX,5PXZ,5PY0,5PY1,5PY2,5PY3,5PY4,5PY5,5PY6,5PY7,5PY8,5PY9,5PYA,5PYB,5PYC,5PYE,5PYF,5PYG,5PYH,5PYJ,5PYK,5PYL,5PYM,5PYN,5PYO,5PYP,5PYQ,5PYR,5PYU,5PYV,5PYW,5PYX,5PYY,5PYZ,5PZ2,5PZ3,5PZ4,5PZ6,5PZ7,5PZ8,5PZA,5PZC,5PZD,5PZE,5PZF,5PZG,5PZH,5PZI,5PZJ"
P23522,1,1DXE
P23540,2,"1BK7,1UCG"
P23577,2,"1E2V,1E2W"
P23608,2,"5HZ2,5T6O"
P23616,6,"4BT2,4BT3,4BT4,4BT5,4BT6,4BT7"
P23638,1,1RYP
P23639,1,1RYP
P23647,1,6LPH
P23657,2,"1EYU,3PVI"
P23677,1,1W2F
P23685,2,"2QVK,2QVM"
P23686,1,6VCX
P23687,10,"1E5T,1E8N,1H2W,1H2X,1H2Z,1O6F,1O6G,1UOP,1VZ3,4AX4"
P23694,3,"1SAT,4I35,5D7W"
P23724,1,1RYP
P23727,1,1QAD
P23760,1,3CMY
P23771,1,4HC9
P23805,2,"6RYG,6RYJ"
P23807,1,1X2T
P23827,1,1SLU
P23833,1,2B7K
P23836,1,2PL1
P23837,1,6A8U
P23843,1,3TCH
P23872,1,4KRX
P23874,3,"3DNU,3TPB,3TPD"
P23890,2,"3LY7,3LY8"
P23904,4,"1AJK,1CPN,1U0A,2AYH"
P23905,2,"1GCA,1GCG"
P23940,3,"1BAM,1ESG,3BAM"
P23946,5,"1KLT,4AFQ,4AFS,4AFU,4AG1"
P23951,2,"1CNS,2BAA"
P23971,1,5BUQ
P24005,1,4X3N
P24017,1,5NHX
P24043,1,4YEP
P24093,2,"1UT1,2W5P"
P24182,1,1DV1
P24224,1,5XU7
P24228,1,2EX2
P24276,1,7AM1
P24295,1,1HRD
P24297,16,"1BQ8,1BRF,1CAA,1CAD,1IU5,2PVX,3KYU,3KYV,3KYW,3KYX,3KYY,4AR5,4AR6,5AI3,5NW3,5OME"
P24299,1,6XIA
P24300,77,"1GW9,1MNZ,1O1H,1OAD,1XIB,1XIC,1XIF,1XIG,1XIJ,1XIS,2G4J,2GLK,2GUB,2XIS,3KBN,3KBS,3KBV,3KBW,3KCJ,3KCO,3N4A,3QYS,3QZA,3U3H,3XIS,4A8I,4A8L,4A8N,4A8R,4E3V,4J4K,4US6,4XIS,5AVH,5AVN,5I7G,5VR0,5Y4I,5Y4J,5ZYC,5ZYD,5ZYE,6IRK,6KCA,6KD2,6LL2,6OQZ,6QNC,6QNH,6QNI,6QNJ,6QRR,6QRS,6QRT,6QRU,6QRV,6QRW,6QRX,6QRY,6QUF,6QUK,6RND,6RNF,6YBO,6YBR,7CJO,7CJP,7CK0,7CVK,7DFJ,7DFK,7DMM,7E03,7NJG,8WDG,8WDH,8XIA"
P24305,2,"2FGQ,2FGR"
P24337,1,1HYP
P24468,1,3CJW
P24474,1,6TPO
P24476,2,"1LP8,1RL0"
P24531,1,3N0L
P24588,1,5NIN
P24656,1,1YN9
P24662,1,3ODV
P24664,2,"4M7G,5DK1"
P24665,2,"1Y43,3TRS"
P24666,5,"1XWW,5JNS,5JNT,5KQM,6Y2W"
P24670,2,"1GQN,4CNN"
P24702,1,2APS
P24719,1,5YYX
P24723,1,2FK9
P24735,3,"4GZB,6UQU,8SDL"
P24752,1,2IB8
P24758,1,6A9S
P24766,1,2VGA
P24821,3,"1TEN,2RB8,6QNV"
P24864,2,"8VQ3,8VQ4"
P24928,1,6G0R
P24931,7,"1B71,1DVB,1LKM,1LKO,1LKP,1QYB,1S2Z"
P24941,13,"1HCL,1PW2,4EK3,5ANO,6Q3F,6Q48,6Q49,6Q4A,6Q4B,6Q4F,6YL6,8VQ3,8VQ4"
P25006,55,"1KCB,1NIC,1NIE,1NIF,1RZP,2BW4,2BW5,2BWD,2BWI,2Y1A,5AKR,5I6K,5I6L,5I6M,5I6N,5I6O,5I6P,5N8F,5N8G,5N8H,5N8I,5OF5,5OF6,5OF7,5OF8,5OFC,5OFD,5OFE,5OFF,5OFG,5OFH,5OG2,5OG3,5OG4,5OG5,5OG6,5OGF,5OGG,6GB8,6GBB,6GBY,6GCG,6GSQ,6GT0,6GT2,6GTI,6GTK,6GTL,6GTN,6QWG,6ZU6,6ZUA,6ZUB,6ZUD,6ZUT"
P25043,1,1RYP
P25054,5,"1EMU,3NMW,4YJE,4YK6,5IZA"
P25081,6,"2WFP,3H1W,5ZT4,5ZT5,5ZVR,5ZVX"
P25152,1,6HC6
P25156,1,1YAR
P25158,2,"5A4A,5NT7"
P25208,2,"1N1J,4CSR"
P25294,1,4RWU
P25299,2,"2X1B,2X1F"
P25310,1,1JFX
P25368,1,4M5D
P25372,1,2OE3
P25373,1,6MWS
P25389,2,"3OSM,3OST"
P25401,1,3GFU
P25440,35,"1X0J,2DVV,4A9F,4QEU,5DFB,5HEL,5HEM,5HEN,5HFQ,5IBN,6SWO,6SWP,6TQ1,6U71,6Z7F,6Z8P,6ZB0,6ZB1,7NPY,7NPZ,7NQ0,7NQ1,7NQ2,7NQ3,7NQ5,7NQ7,7NQ9,7OE4,7OE5,7OE6,7OEP,7OER,7OES,7OET,7OGY"
P25445,1,3TJE
P25451,1,1RYP
P25524,9,"1K6W,1K70,1R9X,1R9Y,1R9Z,1RA0,1RA5,1RAK,3G77"
P25548,1,3URM
P25604,3,"1UZX,3R3Q,3R42"
P25644,1,5LMG
P25651,2,"5V3N,6DEI"
P25655,1,4B89
P25685,2,"3AGX,3AGY"
P25714,1,3BS6
P25746,1,1SDI
P25774,2,"6YYO,6YYR"
P25779,1,6N3S
P25799,4,"1U36,1U3J,1U3Y,1U3Z"
P25810,1,5OLL
P25813,1,1XDZ
P25822,1,5KLA
P25823,2,"3NTK,4Q5W"
P25871,1,1AUN
P25910,2,"1A7T,1ZNB"
P25942,1,1LB6
P25984,2,"1JQB,3FPL"
P25989,1,1A92
P26038,2,"1EF1,6TXQ"
P26039,5,"3DYJ,3IVF,3S90,4W8P,5IC0"
P26041,1,4YL8
P26045,6,"2B49,4QUN,4RI4,4RI5,6T36,8OEP"
P26093,1,3OCY
P26140,1,1WBX
P26196,1,4CRW
P26208,1,5OGZ
P26221,1,1TF4
P26222,4,"1TML,2BOE,2BOF,3RPT"
P26231,1,1DOW
P26256,1,1DM5
P26276,2,"1K2Y,4MRQ"
P26281,14,"1G4C,1HKA,1IM6,1KBR,1RTZ,1TMJ,3HCX,3HSD,3HSJ,3HSZ,3ILI,3ILL,3KUE,3KUG"
P26297,1,1J4A
P26358,1,5WVO
P26368,3,"2HZC,5W0G,5W0H"
P26369,1,3V4M
P26378,1,1FXL
P26447,6,"2Q91,3C1V,3ZWH,4CFQ,4CFR,4ETO"
P26449,2,"1YFQ,2I3S"
P26509,1,1BHE
P26512,1,2DTJ
P26514,9,"1E0W,1E0X,1KNL,1KNM,1MC9,1V0K,1V0L,1V0M,1V0N"
P26515,1,5EJ3
P26599,2,"3ZZY,3ZZZ"
P26639,1,5XLN
P26641,1,5JPO
P26648,1,2UXT
P26651,1,4J8S
P26660,3,"1YUY,2XWH,4ADP"
P26661,1,3GSZ
P26662,2,"4A1X,4JMY"
P26663,5,"1C2P,2ZKU,3UA7,4DGV,4DGY"
P26672,2,"4LQK,5EZU"
P26718,1,4PDC
P26788,2,"1C1F,1C1L"
P26827,1,3BMV
P26831,3,"2OZN,2W1Q,2W1S"
P26882,1,1IHG
P26885,1,2PBC
P26918,4,"1X8G,1X8H,2GKL,3FAI"
P26926,4,"1P5U,1P5V,4AY0,4B0M"
P26927,1,2ASU
P26935,3,"3MZ0,3NTO,4L9R"
P26948,3,"1P5U,1P5V,4B0M"
P26949,2,"2XET,4B0M"
P26994,1,2YJL
P26998,1,3QK3
P27040,1,2H64
P27043,1,4PER
P27051,1,1GBG
P27090,1,5TX2
P27099,1,1NU5
P27115,2,"1FO8,1FO9"
P27134,1,7O54
P27150,4,"1AD2,3UMY,4F9T,4QVI"
P27197,2,"1OV8,1QHQ"
P27248,1,1VLO
P27250,1,7BU2
P27254,1,2P67
P27282,1,5EZQ
P27302,1,6RJC
P27305,1,1NZJ
P27320,1,1OFF
P27353,5,"6VK5,6VK6,6YD0,6YDI,6YDU"
P27356,4,"6VK5,6YD0,6YDI,6YDU"
P27359,2,"3HDE,3HDF"
P27395,2,"2Z83,5OW2"
P27448,1,3FE3
P27482,1,1GGZ
P27540,6,"2B02,3F1N,3F1P,4EQ1,4H6J,6D0C"
P27588,1,6APP
P27616,1,1A48
P27652,3,"2PSD,2PSF,2PSH"
P27692,2,"4YTK,4YTL"
P27694,7,"2B29,2B3G,4IPC,4IPD,4IPG,5EAY,5N8A"
P27695,12,"1HD7,2O3H,4LND,4QHD,4QHE,5CFG,6MK3,6MKK,6MKM,7LPH,7MCR,7MEV"
P27708,1,4C6B
P27787,1,3B2F
P27796,2,"1AFW,3W15"
P27797,2,"3POS,3POW"
P27811,1,3M9Z
P27838,3,"1EW4,2EFF,2P1X"
P27870,2,"1GCQ,2VRW"
P27896,1,5JEQ
P27909,1,3UZQ
P27915,1,3VTT
P27958,8,"2XI2,3RC4,3RC5,4N0Y,5EOC,5FGB,5FGC,6BZY"
P27986,2,"2IUG,3I5R"
P27988,1,1OAO
P27989,1,1OAO
P28007,1,3U28
P28037,1,2O2P
P28044,1,8TFU
P28061,1,1YAR
P28147,7,"1QN3,1QN4,1QN5,1QN9,1QNA,1QNE,1VTO"
P28307,4,"6G8C,6G8D,6G8E,6G9G"
P28314,1,1LYC
P28324,1,1BC8
P28325,1,1ROA
P28347,1,6IM5
P28482,1,4IZ7
P28523,1,1LPU
P28574,1,3U5V
P28632,1,3SXU
P28676,3,"1F4Q,1K94,1K95"
P28685,1,1CS6
P28702,1,7A78
P28715,1,6VBH
P28720,27,"1OZM,1P0D,1PUD,2NSO,2OKO,2Z1V,3UNT,3UVI,4DXX,4GD0,4H6E,4HTB,4IPP,4L56,4PUN,4Q8M,4Q8N,6H7C,6YFW,6YFX,6YGK,6YRY,6Z0D,7A4K,7A6D,7ADN,7APL"
P28741,1,5JX1
P28773,1,5D22
P28796,1,8V6P
P28820,1,7PI1
P28867,7,"1PTQ,3UEJ,3UEY,3UFF,3UGD,3UGI,3UGL"
P28870,1,5I98
P28905,1,3SXU
P28907,4,"1YH3,3F6Y,4CMH,5F21"
P29022,1,4MCK
P29029,1,2UY2
P29034,2,"2RGI,4DUQ"
P29068,5,"3PRT,3QNV,3V38,4IHM,8QVO"
P29074,3,"2VPH,3NFK,3NFL"
